instrumentid,fromdate,open,high,low,close,ema_10,ema_20,trend,dl_trend,angle,opt_dl_trend,|,ent_sig,ext_sig,set_tp,set_sl,upd_tp,upd_sl
18 - gold,2023-11-21 20:00:00,1999.96,2000.02,1997.64,1999.16,1991.3219501243848,1984.964978869412,1,1,47.150731053733885,1,|,1.0,0.0,0.0,1983.4707651135507,0.0,0.0
18 - gold,2023-11-22 00:00:00,1999.11,1999.11,1995.25,1996.25,1992.2179591926788,1986.0397433785179,1,1,32.48954870423195,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-22 04:00:00,1996.21,2003.86,1995.99,2003.52,1994.2728757031014,1987.704530552953,1,1,62.288806489328344,1,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-22 08:00:00,2003.55,2006.08,1998.89,2000.42,1995.390534666174,1988.9155281890971,1,1,48.916324570224745,1,|,1.0,0.0,0.0,1987.704530552953,0.0,0.0
18 - gold,2023-11-22 12:00:00,2000.44,2003.02,1989.76,1994.77,1995.2777101814154,1989.4730971604195,1,0,-5.8391917981604875,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-22 16:00:00,1994.74,1995.3,1986.69,1990.51,1994.4108537847944,1989.571849848252,1,0,-33.51409288697797,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-22 20:00:00,1990.57,1991.72,1989.11,1990.22,1993.6488803693771,1989.6335784547439,1,0,-27.896241183350046,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-23 00:00:00,1990.18,1998.09,1989.92,1997.59,1994.3654475749452,1990.3913331165406,1,0,26.438825783042137,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-23 04:00:00,1997.61,1998.36,1993.29,1996.16,1994.6917298340459,1990.9407301127487,1,0,16.393848735420303,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-23 08:00:00,1996.2,1996.23,1991.98,1993.72,1994.5150516824008,1991.2054225484203,1,0,-10.091668996579354,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-23 12:00:00,1993.71,1994.7,1991.6,1991.94,1994.0468604674188,1991.2753823213666,1,0,-26.77671030320871,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-23 16:00:00,1991.93,1992.97,1989.6,1992.68,1993.7983403824337,1991.4091554606975,1,0,-15.230137887905993,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-23 20:00:00,1992.82,1994.19,1992.44,1993.96,1993.8277330401731,1991.6520930803642,1,0,2.695805217384385,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-24 00:00:00,1993.98,1994.86,1991.27,1993.4,1993.7499633965053,1991.8185604336297,1,0,-9.33443977641894,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-24 04:00:00,1993.41,1994.55,1991.38,1993.31,1993.669970051686,1991.9606023183899,1,0,-9.586332279856489,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-24 08:00:00,1993.23,1996.12,1992.04,1995.0,1993.911793678652,1992.2500688035236,1,0,30.153022282656167,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-24 12:00:00,1994.99,2003.41,1994.19,1998.18,1994.6878311916244,1992.8148242248822,1,0,62.26683159087286,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-24 16:00:00,1998.2,2002.62,1997.01,2002.58,1996.1227709749653,1993.7448410686409,1,1,68.6109695869059,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-26 20:00:00,2000.95,2002.98,2000.15,2002.22,1997.231358070426,1994.5519991431966,1,1,60.195099359955755,1,|,1.0,0.0,0.0,1993.7448410686409,0.0,0.0
18 - gold,2023-11-27 00:00:00,2002.26,2018.09,2001.63,2009.31,1999.427474784894,1995.957523162081,1,1,68.62001486822923,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-27 04:00:00,2009.38,2013.54,2008.25,2010.77,2001.4897520967315,1997.3682353579024,1,1,66.03865102277636,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-27 08:00:00,2010.79,2015.29,2010.32,2012.39,2003.4716153518712,1998.7988797159837,1,1,65.11187180208854,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-27 12:00:00,2012.4,2015.99,2008.51,2010.12,2004.6804125606222,1999.877081720382,1,1,54.58709580868358,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-27 16:00:00,2010.2,2013.46,2005.58,2012.64,2006.1276102768727,2001.0925978210503,1,0,62.304133890420076,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-27 20:00:00,2012.65,2015.2,2011.8,2015.04,2007.7480447719868,2002.420921911297,1,1,69.46862688227291,1,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-28 00:00:00,2015.03,2017.91,2013.72,2014.76,2009.0229457225346,2003.5960722640534,1,1,70.34544874582039,1,|,1.0,0.0,0.0,2002.420921911297,0.0,0.0
18 - gold,2023-11-28 04:00:00,2014.77,2016.71,2011.87,2013.28,2009.7969555911648,2004.5183511376547,1,1,59.51223666006845,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-28 08:00:00,2013.29,2016.55,2012.29,2015.02,2010.7466000291347,2005.5185082129863,1,1,62.74061350206646,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-28 12:00:00,2015.01,2031.29,2011.48,2030.59,2014.3544909329285,2007.9062694237361,1,0,77.2399769564188,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-28 16:00:00,2030.67,2042.84,2030.28,2041.58,2019.3045834905777,2011.1132914905327,1,1,75.15227119225572,1,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-28 20:00:00,2041.56,2044.36,2039.06,2044.25,2023.840113765018,2014.2691685868358,1,1,71.2338810680292,1,|,1.0,0.0,0.0,2011.1132914905327,0.0,0.0
18 - gold,2023-11-29 00:00:00,2044.29,2051.79,2042.61,2043.83,2027.4746385350147,2017.0844859412807,1,1,66.2608091618968,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-29 04:00:00,2043.94,2048.82,2040.9,2042.19,2030.1501588013757,2019.4754873393738,1,1,60.02314423222883,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-29 08:00:00,2042.22,2043.9,2035.23,2039.87,2031.9174026556707,2021.4178219219682,1,1,49.28100160891427,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-29 12:00:00,2039.9,2046.75,2036.84,2042.84,2033.903329445549,2023.4580293992994,1,1,52.94049801203549,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-29 16:00:00,2042.83,2049.39,2039.35,2046.12,2036.1245422736306,2025.616312353208,1,1,57.150877543166615,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-29 20:00:00,2046.13,2046.3,2042.59,2044.46,2037.6400800420618,2027.4109493017088,1,1,48.54000090989814,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-30 00:00:00,2044.49,2047.03,2042.44,2045.91,2039.143701852596,2029.1727636803594,1,1,49.94905875001859,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-30 04:00:00,2045.9,2046.79,2041.15,2044.45,2040.1084833339423,2030.6277385876942,1,1,35.385330155067685,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-30 08:00:00,2044.46,2045.54,2035.7,2036.97,2039.537850000498,2031.2317634915225,1,0,-22.07650516591925,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-30 12:00:00,2037.01,2043.95,2031.41,2037.73,2039.2091500004076,2031.8506431658732,1,0,-14.437458545737458,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-30 16:00:00,2037.71,2041.12,2033.46,2036.02,2038.629304545788,2032.2477247731156,1,0,-25.777050528272998,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-30 20:00:00,2036.01,2040.46,2034.66,2039.96,2038.8712491738268,2032.9822271823568,1,0,12.50405611238168,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-01 00:00:00,2039.97,2043.25,2038.51,2039.29,2038.9473856876766,2033.5829674556478,1,0,4.079085522417905,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-01 04:00:00,2039.3,2042.72,2038.57,2039.32,2039.0151337444624,2034.1293515115592,1,0,3.9535828608710597,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-01 08:00:00,2039.33,2049.68,2036.33,2036.85,2038.6214730636514,2034.388460893156,1,0,-26.00807579477586,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-01 12:00:00,2036.83,2053.03,2033.72,2049.15,2040.535750688442,2035.7943217690436,1,0,65.24647741031953,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-01 16:00:00,2049.19,2075.16,2044.55,2066.82,2045.3147051087253,2038.7491482835248,1,0,70.90998591926079,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-01 20:00:00,2066.84,2071.91,2066.37,2070.95,2049.97566781623,2041.8158960813478,1,1,65.80151130080426,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-03 20:00:00,2072.66,2144.98,2071.65,2117.65,2062.2800918496428,2049.0381917252516,1,1,71.72634290309446,1,|,1.0,0.0,0.0,2041.8158960813478,0.0,0.0
18 - gold,2023-12-04 00:00:00,2117.5,2120.81,2082.96,2085.65,2066.5291660587986,2052.5250306228027,1,1,46.76897534286919,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-04 04:00:00,2085.66,2090.38,2061.48,2063.32,2065.945681320835,2053.5531229482394,1,0,-8.309892894031059,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-04 08:00:00,2063.8,2075.96,2057.68,2070.7,2066.810102898865,2055.186158863391,1,0,12.324781415987507,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-04 12:00:00,2070.69,2071.11,2020.0,2022.41,2058.737356917253,2052.0646199145776,1,0,-57.128599514349844,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-04 16:00:00,2022.37,2031.34,2020.72,2030.77,2053.6523829322978,2050.0365608695433,1,-1,-41.9265965426171,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-04 20:00:00,2030.76,2034.03,2026.11,2033.82,2050.0464951264253,2048.492126497191,1,-1,-31.577201920928477,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-05 00:00:00,2033.85,2041.04,2032.47,2037.2,2047.7107687398027,2047.4166858760013,1,-1,-21.407972900230916,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-05 04:00:00,2037.21,2038.18,2030.27,2032.5,2044.945174423475,2045.9960491230263,-1,-1,-25.252964159640104,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-05 08:00:00,2032.49,2039.39,2021.37,2024.61,2041.2478699828432,2043.9592825361456,-1,-1,-32.91072621901016,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-05 12:00:00,2024.49,2030.67,2009.72,2016.07,2036.670075440508,2041.3031603854386,-1,-1,-53.23109958467446,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-05 16:00:00,2016.08,2020.37,2012.06,2019.63,2033.5718799058702,2039.239049869441,-1,-1,-51.71411742383432,-1,|,-1.0,0.0,0.0,2041.3031603854386,0.0,0.0
18 - gold,2023-12-05 20:00:00,2019.65,2020.73,2017.01,2018.77,2030.8806290138937,2037.2896165458938,-1,-1,-49.84837370261867,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-06 00:00:00,2018.78,2024.06,2018.58,2023.01,2029.449605556822,2035.929653063661,-1,-1,-37.60405090845111,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-06 04:00:00,2022.99,2035.68,2020.26,2033.94,2030.2660409101272,2035.7401622954822,-1,0,26.06038985824111,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-06 08:00:00,2033.91,2034.68,2019.98,2021.18,2028.6140334719223,2034.353480170708,-1,0,-47.70750289329817,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-06 12:00:00,2021.19,2032.84,2020.83,2030.09,2028.882391022482,2033.947434439795,-1,0,9.09423317811596,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-06 16:00:00,2030.13,2031.13,2023.75,2029.74,2029.0383199274852,2033.54672639758,-1,0,4.898617289542436,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-06 20:00:00,2029.75,2029.75,2024.26,2026.91,2028.6513526679423,2032.9146572163872,-1,0,-11.85060508797504,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-07 00:00:00,2026.92,2029.9,2025.91,2026.72,2028.300197637407,2032.3246898620482,-1,0,-11.49261613684346,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-07 04:00:00,2026.71,2030.6,2025.05,2029.35,2028.4910707942422,2032.0413860654899,-1,0,8.146473698883177,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-07 08:00:00,2029.46,2034.94,2028.64,2032.44,2029.209057922562,2032.0793492973687,-1,0,32.19459659222414,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-07 12:00:00,2032.43,2039.72,2025.05,2029.08,2029.1855928457326,2031.7936969831912,-1,0,-1.6355531440623983,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-07 16:00:00,2029.09,2031.82,2020.01,2029.76,2029.290030510145,2031.6000115561333,-1,0,8.566594740938761,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-07 20:00:00,2029.77,2031.16,2026.63,2027.89,2029.0354795083003,2031.2466771220713,-1,0,-21.99229103019934,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-08 00:00:00,2027.86,2033.84,2027.27,2032.3,2029.6290286886092,2031.346993586673,-1,0,57.908585356277456,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-08 04:00:00,2032.31,2032.32,2028.71,2030.68,2029.8201143815895,2031.2834703879212,-1,0,27.367795029959414,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-08 08:00:00,2030.65,2032.22,2026.27,2029.8,2029.8164572213004,2031.1421874937905,-1,0,-0.5668984525778775,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-08 12:00:00,2029.81,2029.93,2002.4,2008.79,2025.9934649992456,2029.013407731894,-1,0,-71.31214498480705,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-08 16:00:00,2008.85,2009.52,1994.46,2000.52,2021.3619259084737,2026.2997498519935,-1,-1,-67.76347589947393,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-08 20:00:00,2000.53,2003.59,1999.87,2003.45,2018.1052121069333,2024.1235831989347,-1,-1,-58.14055692600518,-1,|,-1.0,0.0,0.0,2026.2997498519935,0.0,0.0
18 - gold,2023-12-10 20:00:00,2001.22,2007.52,2001.13,2006.93,2016.073355360218,2022.4860990844184,-1,-1,-46.266210812897164,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-11 00:00:00,2006.91,2007.6,1995.36,1996.73,2012.5563816583601,2020.0331372664045,-1,-1,-60.380664008323244,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-11 04:00:00,1996.74,2000.43,1991.11,1992.68,2008.942494084113,2017.4280765739334,-1,-1,-61.28289983652767,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-11 08:00:00,1992.63,1997.65,1991.03,1996.06,2006.6002224324561,2015.3930216618246,-1,-1,-51.26492744395541,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-11 12:00:00,1996.07,1996.56,1980.38,1982.16,2002.1565456265548,2012.227971979316,-1,-1,-69.05909989376866,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-11 16:00:00,1982.18,1984.05,1975.64,1981.39,1998.3808100580902,2009.291022266639,-1,-1,-70.06577374056933,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-11 20:00:00,1981.38,1984.13,1980.16,1982.72,1995.5333900475284,2006.7604487171538,-1,-1,-73.63302672420087,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-12 00:00:00,1982.74,1989.46,1981.77,1985.32,1993.6764100388866,2004.7185012200764,-1,-1,-62.76660958185963,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-12 04:00:00,1985.34,1988.89,1984.51,1987.91,1992.6279718499982,2003.1176915799233,-1,-1,-45.217409409420526,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-12 08:00:00,1987.86,1988.24,1982.52,1988.05,1991.7956133318164,2001.682673334098,-1,-1,-34.52586576538341,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-12 12:00:00,1988.25,1996.51,1979.91,1981.61,1989.9436836351226,1999.7709901592793,-1,0,-56.60040231636247,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-12 16:00:00,1981.58,1983.51,1976.96,1980.05,1988.1448320651,1997.8928006201736,-1,-1,-56.28263076383058,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-12 20:00:00,1980.02,1982.65,1978.83,1982.4,1987.1003171441728,1996.4172957991148,-1,-1,-41.119229937892804,0,|,-1.0,0.0,0.0,1997.8928006201736,0.0,0.0
18 - gold,2023-12-13 00:00:00,1982.34,1982.38,1977.55,1977.78,1985.4057140270504,1994.6423152467198,-1,-1,-54.594532249472906,-1,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-13 04:00:00,1977.72,1980.36,1972.89,1978.96,1984.2337660221324,1993.148761413624,-1,-1,-52.114398983685795,-1,|,-1.0,0.0,0.0,1994.6423152467198,0.0,0.0
18 - gold,2023-12-13 08:00:00,1979.09,1983.4,1978.42,1982.7,1983.9548994726538,1992.1536412789483,-1,-1,-21.27342698607774,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-13 12:00:00,1982.66,1986.56,1978.27,1981.7,1983.544917750353,1991.1580563951982,-1,0,-34.86925952167506,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-13 16:00:00,1981.7,2017.3,1979.48,2013.37,1988.9676599775617,1993.2734795957338,-1,0,68.4612463934911,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-13 20:00:00,2013.48,2032.96,2012.4,2032.42,1996.868085436187,1997.0017196343601,-1,1,66.82286982158398,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-14 00:00:00,2032.62,2039.09,2029.82,2030.65,2003.0102517205166,2000.2063177645184,1,1,58.3291585226637,1,|,1.0,0.0,0.0,1997.0017196343601,0.0,0.0
18 - gold,2023-12-14 04:00:00,2030.78,2037.24,2029.09,2032.66,2008.4011150440592,2003.2971446441727,1,1,54.470911891910724,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-14 08:00:00,2032.54,2040.17,2031.84,2034.75,2013.1918213996848,2006.2926546781352,1,1,52.185857789749335,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-14 12:00:00,2034.85,2047.73,2027.4,2040.32,2018.124217508833,2009.5333542326714,1,1,54.171435748884896,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-14 16:00:00,2039.95,2041.29,2028.88,2033.04,2020.8361779617726,2011.7720824010341,1,1,40.721771307662024,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-14 20:00:00,2033.08,2038.52,2032.56,2035.4,2023.4841456050867,2014.022360267644,1,1,44.261907099771356,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-15 00:00:00,2035.43,2037.34,2031.15,2035.8,2025.7233918587071,2016.0964211945695,1,1,43.25513622914561,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-15 04:00:00,2035.64,2038.96,2034.11,2037.69,2027.8991387934877,2018.1529525094031,1,1,48.53147382023098,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-15 08:00:00,2037.74,2044.22,2036.84,2041.44,2030.3611135583083,2020.3707665561567,1,1,51.179068632888104,1,|,1.0,0.0,0.0,2018.1529525094031,0.0,0.0
18 - gold,2023-12-15 12:00:00,2041.49,2044.71,2026.76,2035.15,2031.2318201840703,2021.7783125984452,1,0,26.725323809977155,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-15 16:00:00,2034.98,2036.27,2015.41,2018.9,2028.989671059694,2021.5041875890665,1,0,-45.138721857724576,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-15 20:00:00,2018.91,2021.44,2017.2,2019.49,2027.2624581397497,2021.31236019963,1,0,-36.05780906106101,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-17 20:00:00,2019.83,2021.03,2015.76,2017.3,2025.4511021143403,2020.9302306568043,1,0,-37.12698937148671,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-18 00:00:00,2017.42,2023.94,2015.93,2022.64,2024.9399926390056,2021.0930658323477,1,0,-13.996323425680824,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-18 04:00:00,2022.63,2024.63,2021.36,2022.91,2024.5709030682774,2021.2661071816492,1,0,-10.77176141001263,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-18 08:00:00,2022.92,2027.19,2018.62,2021.81,2024.0689206922268,2021.3179064976832,1,0,-15.759967776791811,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-18 12:00:00,2021.83,2026.72,2020.2,2022.1,2023.710935111822,2021.392391593142,1,0,-12.564957359734896,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-18 16:00:00,2022.11,2033.47,2021.02,2026.08,2024.1416741823998,2021.838830489036,1,0,17.091458949380943,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-18 20:00:00,2026.09,2027.85,2025.37,2027.46,2024.7450061492366,2022.3741799662732,1,1,29.51427173371656,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-19 00:00:00,2027.55,2029.1,2022.49,2023.15,2024.4550050311934,2022.4480675885334,1,0,-16.98765691802945,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-19 04:00:00,2023.06,2026.22,2021.52,2024.63,2024.486822298249,2022.6558706753406,1,0,2.2997934914583738,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-19 08:00:00,2024.61,2028.24,2023.7,2026.31,2024.8183091531128,2023.0038829919763,1,0,25.869410096236514,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-19 12:00:00,2026.35,2045.27,2025.99,2041.65,2027.8786165798194,2024.7797036594131,1,0,70.73341878572987,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-19 16:00:00,2041.7,2046.77,2036.51,2039.28,2029.951595383489,2026.1606842632827,1,1,60.46815637555429,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-19 20:00:00,2039.37,2041.49,2038.52,2040.75,2031.9149416774,2027.5501429048786,1,1,58.28516993375151,1,|,1.0,0.0,0.0,2026.1606842632827,0.0,0.0
18 - gold,2023-12-20 00:00:00,2040.74,2040.86,2036.52,2040.27,2033.4340431906,2028.7615578663217,1,1,52.8446572674343,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-20 04:00:00,2040.25,2043.29,2039.2,2042.07,2035.0042171559455,2030.0290285457227,1,1,55.75694459795213,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-20 08:00:00,2042.1,2042.32,2031.59,2033.34,2034.701632218501,2030.3443591604164,1,0,-14.80856173959985,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-20 12:00:00,2033.36,2039.68,2029.39,2032.33,2034.2704263605917,2030.5334678118058,1,0,-19.271170623840682,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-20 16:00:00,2032.34,2036.95,2029.97,2032.2,2033.8939852041206,2030.6921851630627,1,0,-16.845568888457482,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-20 20:00:00,2032.19,2033.61,2027.27,2031.99,2033.5478060760986,2030.8157865761048,1,0,-15.141695829718714,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-21 00:00:00,2032.0,2037.51,2031.78,2037.26,2034.222750425899,2031.429521187905,1,0,28.050291749447783,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-21 04:00:00,2037.29,2038.08,2033.75,2034.8,2034.3277048939171,2031.7505191700097,1,0,5.751739469814648,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-21 08:00:00,2034.73,2037.03,2032.86,2033.92,2034.2535767313866,2031.957136391914,1,0,-4.5560723208428815,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-21 12:00:00,2033.93,2045.82,2032.13,2041.37,2035.5474718711346,2032.853599592685,1,0,57.44999471066008,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-21 16:00:00,2041.35,2044.92,2037.23,2043.73,2037.035204258201,2033.8894472505253,1,1,61.10632752489249,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-21 20:00:00,2043.74,2054.88,2042.94,2052.64,2039.8724398476188,2035.6752141790482,1,1,69.08727885829829,1,|,1.0,0.0,0.0,2033.8894472505253,0.0,0.0
18 - gold,2023-12-22 00:00:00,2052.73,2053.8,2046.65,2048.09,2041.3665416935064,2036.8575747334257,1,1,53.94632740252151,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-22 04:00:00,2048.08,2050.69,2046.89,2049.83,2042.9053522946872,2038.0930438064338,1,1,55.83751057784873,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-22 08:00:00,2049.82,2062.79,2049.48,2060.53,2046.1098336956532,2040.2298967772506,1,1,69.82612981637102,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-22 12:00:00,2060.58,2070.43,2057.51,2060.63,2048.7498639328073,2042.172763750847,1,1,67.15047324322241,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-12-22 16:00:00,2060.61,2062.02,2050.94,2053.78,2049.6644341268425,2043.2782148221952,1,1,39.87816559911498,0,|,0.0,0.0,0.0,0.0,0.0,0.0
